"Year","StockName","SeriesLabel","Values"
1990,"WCVI 14 Stream Index","Esc",6737
1991,"WCVI 14 Stream Index","Esc",8164
1992,"WCVI 14 Stream Index","Esc",8929
1993,"WCVI 14 Stream Index","Esc",9980
1994,"WCVI 14 Stream Index","Esc",8097
1995,"WCVI 14 Stream Index","Esc",5964
1996,"WCVI 14 Stream Index","Esc",9449
1997,"WCVI 14 Stream Index","Esc",11563
1998,"WCVI 14 Stream Index","Esc",21021
1999,"WCVI 14 Stream Index","Esc",15779
2000,"WCVI 14 Stream Index","Esc",6373
2001,"WCVI 14 Stream Index","Esc",6811
2002,"WCVI 14 Stream Index","Esc",11112
2003,"WCVI 14 Stream Index","Esc",12071
2004,"WCVI 14 Stream Index","Esc",19790
2005,"WCVI 14 Stream Index","Esc",7410
2006,"WCVI 14 Stream Index","Esc",13676
2007,"WCVI 14 Stream Index","Esc",8039
2008,"WCVI 14 Stream Index","Esc",7851
2009,"WCVI 14 Stream Index","Esc",12040
2010,"WCVI 14 Stream Index","Esc",11482
2011,"WCVI 14 Stream Index","Esc",10511
2012,"WCVI 14 Stream Index","Esc",8999
2013,"WCVI 14 Stream Index","Esc",16670
2014,"WCVI 14 Stream Index","Esc",11037
2015,"WCVI 14 Stream Index","Esc",23366
2016,"WCVI 14 Stream Index","Esc",22006
2017,"WCVI 14 Stream Index","Esc",17727
2018,"WCVI 14 Stream Index","Esc",12173
2019,"WCVI 14 Stream Index","Esc",15891
2020,"WCVI 14 Stream Index","Esc",12077
2021,"WCVI 14 Stream Index","Esc",16168
2022,"WCVI 14 Stream Index","Esc",13377
1975,"North West Vancouver Island","Colonial-Cayeagle",NA
1975,"North West Vancouver Island","Artlish",25
1975,"North West Vancouver Island","Kaouk",75
1975,"North West Vancouver Island","Tahsish",25
1975,"North West Vancouver Island","NWVI Total",125
1976,"North West Vancouver Island","Colonial-Cayeagle",1
1976,"North West Vancouver Island","Artlish",25
1976,"North West Vancouver Island","Kaouk",25
1976,"North West Vancouver Island","Tahsish",25
1976,"North West Vancouver Island","NWVI Total",76
1977,"North West Vancouver Island","Colonial-Cayeagle",NA
1977,"North West Vancouver Island","Artlish",60
1977,"North West Vancouver Island","Kaouk",75
1977,"North West Vancouver Island","Tahsish",100
1977,"North West Vancouver Island","NWVI Total",235
1978,"North West Vancouver Island","Colonial-Cayeagle",NA
1978,"North West Vancouver Island","Artlish",50
1978,"North West Vancouver Island","Kaouk",50
1978,"North West Vancouver Island","Tahsish",50
1978,"North West Vancouver Island","NWVI Total",150
1979,"North West Vancouver Island","Colonial-Cayeagle",30
1979,"North West Vancouver Island","Artlish",40
1979,"North West Vancouver Island","Kaouk",60
1979,"North West Vancouver Island","Tahsish",200
1979,"North West Vancouver Island","NWVI Total",330
1980,"North West Vancouver Island","Colonial-Cayeagle",NA
1980,"North West Vancouver Island","Artlish",100
1980,"North West Vancouver Island","Kaouk",100
1980,"North West Vancouver Island","Tahsish",200
1980,"North West Vancouver Island","NWVI Total",400
1981,"North West Vancouver Island","Colonial-Cayeagle",6
1981,"North West Vancouver Island","Artlish",500
1981,"North West Vancouver Island","Kaouk",100
1981,"North West Vancouver Island","Tahsish",1000
1981,"North West Vancouver Island","NWVI Total",1606
1982,"North West Vancouver Island","Colonial-Cayeagle",12
1982,"North West Vancouver Island","Artlish",100
1982,"North West Vancouver Island","Kaouk",100
1982,"North West Vancouver Island","Tahsish",1000
1982,"North West Vancouver Island","NWVI Total",1212
1983,"North West Vancouver Island","Colonial-Cayeagle",1
1983,"North West Vancouver Island","Artlish",400
1983,"North West Vancouver Island","Kaouk",300
1983,"North West Vancouver Island","Tahsish",500
1983,"North West Vancouver Island","NWVI Total",1201
1984,"North West Vancouver Island","Colonial-Cayeagle",NA
1984,"North West Vancouver Island","Artlish",650
1984,"North West Vancouver Island","Kaouk",400
1984,"North West Vancouver Island","Tahsish",1500
1984,"North West Vancouver Island","NWVI Total",2550
1985,"North West Vancouver Island","Colonial-Cayeagle",NA
1985,"North West Vancouver Island","Artlish",400
1985,"North West Vancouver Island","Kaouk",300
1985,"North West Vancouver Island","Tahsish",1200
1985,"North West Vancouver Island","NWVI Total",1900
1986,"North West Vancouver Island","Colonial-Cayeagle",2
1986,"North West Vancouver Island","Artlish",100
1986,"North West Vancouver Island","Kaouk",100
1986,"North West Vancouver Island","Tahsish",1000
1986,"North West Vancouver Island","NWVI Total",1202
1987,"North West Vancouver Island","Colonial-Cayeagle",2
1987,"North West Vancouver Island","Artlish",100
1987,"North West Vancouver Island","Kaouk",100
1987,"North West Vancouver Island","Tahsish",500
1987,"North West Vancouver Island","NWVI Total",702
1988,"North West Vancouver Island","Colonial-Cayeagle",NA
1988,"North West Vancouver Island","Artlish",86
1988,"North West Vancouver Island","Kaouk",112
1988,"North West Vancouver Island","Tahsish",400
1988,"North West Vancouver Island","NWVI Total",598
1989,"North West Vancouver Island","Colonial-Cayeagle",NA
1989,"North West Vancouver Island","Artlish",40
1989,"North West Vancouver Island","Kaouk",30
1989,"North West Vancouver Island","Tahsish",450
1989,"North West Vancouver Island","NWVI Total",520
1990,"North West Vancouver Island","Colonial-Cayeagle",NA
1990,"North West Vancouver Island","Artlish",50
1990,"North West Vancouver Island","Kaouk",10
1990,"North West Vancouver Island","Tahsish",200
1990,"North West Vancouver Island","NWVI Total",260
1991,"North West Vancouver Island","Colonial-Cayeagle",9
1991,"North West Vancouver Island","Artlish",20
1991,"North West Vancouver Island","Kaouk",20
1991,"North West Vancouver Island","Tahsish",120
1991,"North West Vancouver Island","NWVI Total",169
1992,"North West Vancouver Island","Colonial-Cayeagle",NA
1992,"North West Vancouver Island","Artlish",10
1992,"North West Vancouver Island","Kaouk",80
1992,"North West Vancouver Island","Tahsish",600
1992,"North West Vancouver Island","NWVI Total",690
1993,"North West Vancouver Island","Colonial-Cayeagle",100
1993,"North West Vancouver Island","Artlish",10
1993,"North West Vancouver Island","Kaouk",20
1993,"North West Vancouver Island","Tahsish",250
1993,"North West Vancouver Island","NWVI Total",380
1994,"North West Vancouver Island","Colonial-Cayeagle",24
1994,"North West Vancouver Island","Artlish",100
1994,"North West Vancouver Island","Kaouk",150
1994,"North West Vancouver Island","Tahsish",250
1994,"North West Vancouver Island","NWVI Total",524
1995,"North West Vancouver Island","Colonial-Cayeagle",75
1995,"North West Vancouver Island","Artlish",99
1995,"North West Vancouver Island","Kaouk",266
1995,"North West Vancouver Island","Tahsish",600
1995,"North West Vancouver Island","NWVI Total",1040
1996,"North West Vancouver Island","Colonial-Cayeagle",70
1996,"North West Vancouver Island","Artlish",53
1996,"North West Vancouver Island","Kaouk",219
1996,"North West Vancouver Island","Tahsish",288
1996,"North West Vancouver Island","NWVI Total",630
1997,"North West Vancouver Island","Colonial-Cayeagle",36
1997,"North West Vancouver Island","Artlish",402
1997,"North West Vancouver Island","Kaouk",558
1997,"North West Vancouver Island","Tahsish",523
1997,"North West Vancouver Island","NWVI Total",1519
1998,"North West Vancouver Island","Colonial-Cayeagle",171
1998,"North West Vancouver Island","Artlish",300
1998,"North West Vancouver Island","Kaouk",824
1998,"North West Vancouver Island","Tahsish",1430
1998,"North West Vancouver Island","NWVI Total",2725
1999,"North West Vancouver Island","Colonial-Cayeagle",883
1999,"North West Vancouver Island","Artlish",539
1999,"North West Vancouver Island","Kaouk",453
1999,"North West Vancouver Island","Tahsish",879
1999,"North West Vancouver Island","NWVI Total",2754
2000,"North West Vancouver Island","Colonial-Cayeagle",530
2000,"North West Vancouver Island","Artlish",75
2000,"North West Vancouver Island","Kaouk",105
2000,"North West Vancouver Island","Tahsish",391
2000,"North West Vancouver Island","NWVI Total",1101
2001,"North West Vancouver Island","Colonial-Cayeagle",571
2001,"North West Vancouver Island","Artlish",139
2001,"North West Vancouver Island","Kaouk",409
2001,"North West Vancouver Island","Tahsish",237
2001,"North West Vancouver Island","NWVI Total",1356
2002,"North West Vancouver Island","Colonial-Cayeagle",383
2002,"North West Vancouver Island","Artlish",41
2002,"North West Vancouver Island","Kaouk",251
2002,"North West Vancouver Island","Tahsish",308
2002,"North West Vancouver Island","NWVI Total",983
2003,"North West Vancouver Island","Colonial-Cayeagle",600
2003,"North West Vancouver Island","Artlish",379
2003,"North West Vancouver Island","Kaouk",358
2003,"North West Vancouver Island","Tahsish",440
2003,"North West Vancouver Island","NWVI Total",1777
2004,"North West Vancouver Island","Colonial-Cayeagle",1369
2004,"North West Vancouver Island","Artlish",454
2004,"North West Vancouver Island","Kaouk",301
2004,"North West Vancouver Island","Tahsish",495
2004,"North West Vancouver Island","NWVI Total",2619
2005,"North West Vancouver Island","Colonial-Cayeagle",306
2005,"North West Vancouver Island","Artlish",199
2005,"North West Vancouver Island","Kaouk",488
2005,"North West Vancouver Island","Tahsish",121
2005,"North West Vancouver Island","NWVI Total",1114
2006,"North West Vancouver Island","Colonial-Cayeagle",321
2006,"North West Vancouver Island","Artlish",228
2006,"North West Vancouver Island","Kaouk",536
2006,"North West Vancouver Island","Tahsish",76
2006,"North West Vancouver Island","NWVI Total",1161
2007,"North West Vancouver Island","Colonial-Cayeagle",168
2007,"North West Vancouver Island","Artlish",162
2007,"North West Vancouver Island","Kaouk",193
2007,"North West Vancouver Island","Tahsish",234
2007,"North West Vancouver Island","NWVI Total",757
2008,"North West Vancouver Island","Colonial-Cayeagle",155
2008,"North West Vancouver Island","Artlish",200
2008,"North West Vancouver Island","Kaouk",264
2008,"North West Vancouver Island","Tahsish",380
2008,"North West Vancouver Island","NWVI Total",999
2009,"North West Vancouver Island","Colonial-Cayeagle",630
2009,"North West Vancouver Island","Artlish",214
2009,"North West Vancouver Island","Kaouk",550
2009,"North West Vancouver Island","Tahsish",80
2009,"North West Vancouver Island","NWVI Total",1474
2010,"North West Vancouver Island","Colonial-Cayeagle",520
2010,"North West Vancouver Island","Artlish",110
2010,"North West Vancouver Island","Kaouk",185
2010,"North West Vancouver Island","Tahsish",355
2010,"North West Vancouver Island","NWVI Total",1170
2011,"North West Vancouver Island","Colonial-Cayeagle",409
2011,"North West Vancouver Island","Artlish",95
2011,"North West Vancouver Island","Kaouk",302
2011,"North West Vancouver Island","Tahsish",263
2011,"North West Vancouver Island","NWVI Total",1069
2012,"North West Vancouver Island","Colonial-Cayeagle",93
2012,"North West Vancouver Island","Artlish",141
2012,"North West Vancouver Island","Kaouk",223
2012,"North West Vancouver Island","Tahsish",138
2012,"North West Vancouver Island","NWVI Total",595
2013,"North West Vancouver Island","Colonial-Cayeagle",98
2013,"North West Vancouver Island","Artlish",399
2013,"North West Vancouver Island","Kaouk",240
2013,"North West Vancouver Island","Tahsish",350
2013,"North West Vancouver Island","NWVI Total",1087
2014,"North West Vancouver Island","Colonial-Cayeagle",348
2014,"North West Vancouver Island","Artlish",91
2014,"North West Vancouver Island","Kaouk",192
2014,"North West Vancouver Island","Tahsish",653
2014,"North West Vancouver Island","NWVI Total",1284
2015,"North West Vancouver Island","Colonial-Cayeagle",586
2015,"North West Vancouver Island","Artlish",1113
2015,"North West Vancouver Island","Kaouk",331
2015,"North West Vancouver Island","Tahsish",768
2015,"North West Vancouver Island","NWVI Total",2798
2016,"North West Vancouver Island","Colonial-Cayeagle",398
2016,"North West Vancouver Island","Artlish",160
2016,"North West Vancouver Island","Kaouk",370
2016,"North West Vancouver Island","Tahsish",615
2016,"North West Vancouver Island","NWVI Total",1543
2017,"North West Vancouver Island","Colonial-Cayeagle",793
2017,"North West Vancouver Island","Artlish",274
2017,"North West Vancouver Island","Kaouk",605
2017,"North West Vancouver Island","Tahsish",1561
2017,"North West Vancouver Island","NWVI Total",3233
2018,"North West Vancouver Island","Colonial-Cayeagle",270
2018,"North West Vancouver Island","Artlish",555
2018,"North West Vancouver Island","Kaouk",420
2018,"North West Vancouver Island","Tahsish",918
2018,"North West Vancouver Island","NWVI Total",2163
2019,"North West Vancouver Island","Colonial-Cayeagle",708
2019,"North West Vancouver Island","Artlish",441
2019,"North West Vancouver Island","Kaouk",266
2019,"North West Vancouver Island","Tahsish",986
2019,"North West Vancouver Island","NWVI Total",2401
2020,"North West Vancouver Island","Colonial-Cayeagle",188
2020,"North West Vancouver Island","Artlish",117
2020,"North West Vancouver Island","Kaouk",350
2020,"North West Vancouver Island","Tahsish",761
2020,"North West Vancouver Island","NWVI Total",1416
2021,"North West Vancouver Island","Colonial-Cayeagle",319
2021,"North West Vancouver Island","Artlish",242
2021,"North West Vancouver Island","Kaouk",325
2021,"North West Vancouver Island","Tahsish",1285
2021,"North West Vancouver Island","NWVI Total",2171
2022,"North West Vancouver Island","Colonial-Cayeagle",158
2022,"North West Vancouver Island","Artlish",231
2022,"North West Vancouver Island","Kaouk",739
2022,"North West Vancouver Island","Tahsish",1460
2022,"North West Vancouver Island","NWVI Total",2588
1975,"South West Vancouver Island","Bedwell/Ursus",NA
1975,"South West Vancouver Island","Megin",25
1975,"South West Vancouver Island","Moyeha",25
1975,"South West Vancouver Island","SWVI Total",50
1976,"South West Vancouver Island","Bedwell/Ursus",NA
1976,"South West Vancouver Island","Megin",50
1976,"South West Vancouver Island","Moyeha",25
1976,"South West Vancouver Island","SWVI Total",75
1977,"South West Vancouver Island","Bedwell/Ursus",NA
1977,"South West Vancouver Island","Megin",50
1977,"South West Vancouver Island","Moyeha",50
1977,"South West Vancouver Island","SWVI Total",100
1978,"South West Vancouver Island","Bedwell/Ursus",35
1978,"South West Vancouver Island","Megin",6
1978,"South West Vancouver Island","Moyeha",10
1978,"South West Vancouver Island","SWVI Total",51
1979,"South West Vancouver Island","Bedwell/Ursus",NA
1979,"South West Vancouver Island","Megin",50
1979,"South West Vancouver Island","Moyeha",6
1979,"South West Vancouver Island","SWVI Total",56
1980,"South West Vancouver Island","Bedwell/Ursus",NA
1980,"South West Vancouver Island","Megin",160
1980,"South West Vancouver Island","Moyeha",25
1980,"South West Vancouver Island","SWVI Total",185
1981,"South West Vancouver Island","Bedwell/Ursus",NA
1981,"South West Vancouver Island","Megin",150
1981,"South West Vancouver Island","Moyeha",25
1981,"South West Vancouver Island","SWVI Total",175
1982,"South West Vancouver Island","Bedwell/Ursus",25
1982,"South West Vancouver Island","Megin",100
1982,"South West Vancouver Island","Moyeha",NA
1982,"South West Vancouver Island","SWVI Total",125
1983,"South West Vancouver Island","Bedwell/Ursus",NA
1983,"South West Vancouver Island","Megin",NA
1983,"South West Vancouver Island","Moyeha",NA
1983,"South West Vancouver Island","SWVI Total",NA
1984,"South West Vancouver Island","Bedwell/Ursus",NA
1984,"South West Vancouver Island","Megin",NA
1984,"South West Vancouver Island","Moyeha",NA
1984,"South West Vancouver Island","SWVI Total",NA
1985,"South West Vancouver Island","Bedwell/Ursus",NA
1985,"South West Vancouver Island","Megin",NA
1985,"South West Vancouver Island","Moyeha",NA
1985,"South West Vancouver Island","SWVI Total",NA
1986,"South West Vancouver Island","Bedwell/Ursus",10
1986,"South West Vancouver Island","Megin",30
1986,"South West Vancouver Island","Moyeha",NA
1986,"South West Vancouver Island","SWVI Total",40
1987,"South West Vancouver Island","Bedwell/Ursus",8
1987,"South West Vancouver Island","Megin",25
1987,"South West Vancouver Island","Moyeha",NA
1987,"South West Vancouver Island","SWVI Total",33
1988,"South West Vancouver Island","Bedwell/Ursus",10
1988,"South West Vancouver Island","Megin",30
1988,"South West Vancouver Island","Moyeha",NA
1988,"South West Vancouver Island","SWVI Total",40
1989,"South West Vancouver Island","Bedwell/Ursus",70
1989,"South West Vancouver Island","Megin",26
1989,"South West Vancouver Island","Moyeha",80
1989,"South West Vancouver Island","SWVI Total",176
1990,"South West Vancouver Island","Bedwell/Ursus",NA
1990,"South West Vancouver Island","Megin",NA
1990,"South West Vancouver Island","Moyeha",NA
1990,"South West Vancouver Island","SWVI Total",NA
1991,"South West Vancouver Island","Bedwell/Ursus",NA
1991,"South West Vancouver Island","Megin",10
1991,"South West Vancouver Island","Moyeha",NA
1991,"South West Vancouver Island","SWVI Total",10
1992,"South West Vancouver Island","Bedwell/Ursus",NA
1992,"South West Vancouver Island","Megin",150
1992,"South West Vancouver Island","Moyeha",NA
1992,"South West Vancouver Island","SWVI Total",150
1993,"South West Vancouver Island","Bedwell/Ursus",377
1993,"South West Vancouver Island","Megin",436
1993,"South West Vancouver Island","Moyeha",250
1993,"South West Vancouver Island","SWVI Total",1063
1994,"South West Vancouver Island","Bedwell/Ursus",691
1994,"South West Vancouver Island","Megin",841
1994,"South West Vancouver Island","Moyeha",420
1994,"South West Vancouver Island","SWVI Total",1952
1995,"South West Vancouver Island","Bedwell/Ursus",291
1995,"South West Vancouver Island","Megin",323
1995,"South West Vancouver Island","Moyeha",89
1995,"South West Vancouver Island","SWVI Total",703
1996,"South West Vancouver Island","Bedwell/Ursus",528
1996,"South West Vancouver Island","Megin",164
1996,"South West Vancouver Island","Moyeha",243
1996,"South West Vancouver Island","SWVI Total",935
1997,"South West Vancouver Island","Bedwell/Ursus",275
1997,"South West Vancouver Island","Megin",266
1997,"South West Vancouver Island","Moyeha",84
1997,"South West Vancouver Island","SWVI Total",625
1998,"South West Vancouver Island","Bedwell/Ursus",306
1998,"South West Vancouver Island","Megin",370
1998,"South West Vancouver Island","Moyeha",155
1998,"South West Vancouver Island","SWVI Total",831
1999,"South West Vancouver Island","Bedwell/Ursus",160
1999,"South West Vancouver Island","Megin",234
1999,"South West Vancouver Island","Moyeha",239
1999,"South West Vancouver Island","SWVI Total",633
2000,"South West Vancouver Island","Bedwell/Ursus",143
2000,"South West Vancouver Island","Megin",160
2000,"South West Vancouver Island","Moyeha",94
2000,"South West Vancouver Island","SWVI Total",397
2001,"South West Vancouver Island","Bedwell/Ursus",263
2001,"South West Vancouver Island","Megin",170
2001,"South West Vancouver Island","Moyeha",115
2001,"South West Vancouver Island","SWVI Total",548
2002,"South West Vancouver Island","Bedwell/Ursus",128
2002,"South West Vancouver Island","Megin",23
2002,"South West Vancouver Island","Moyeha",54
2002,"South West Vancouver Island","SWVI Total",205
2003,"South West Vancouver Island","Bedwell/Ursus",137
2003,"South West Vancouver Island","Megin",28
2003,"South West Vancouver Island","Moyeha",155
2003,"South West Vancouver Island","SWVI Total",320
2004,"South West Vancouver Island","Bedwell/Ursus",141
2004,"South West Vancouver Island","Megin",72
2004,"South West Vancouver Island","Moyeha",362
2004,"South West Vancouver Island","SWVI Total",575
2005,"South West Vancouver Island","Bedwell/Ursus",65
2005,"South West Vancouver Island","Megin",36
2005,"South West Vancouver Island","Moyeha",115
2005,"South West Vancouver Island","SWVI Total",216
2006,"South West Vancouver Island","Bedwell/Ursus",104
2006,"South West Vancouver Island","Megin",117
2006,"South West Vancouver Island","Moyeha",85
2006,"South West Vancouver Island","SWVI Total",306
2007,"South West Vancouver Island","Bedwell/Ursus",41
2007,"South West Vancouver Island","Megin",13
2007,"South West Vancouver Island","Moyeha",112
2007,"South West Vancouver Island","SWVI Total",166
2008,"South West Vancouver Island","Bedwell/Ursus",74
2008,"South West Vancouver Island","Megin",24
2008,"South West Vancouver Island","Moyeha",149
2008,"South West Vancouver Island","SWVI Total",247
2009,"South West Vancouver Island","Bedwell/Ursus",44
2009,"South West Vancouver Island","Megin",15
2009,"South West Vancouver Island","Moyeha",60
2009,"South West Vancouver Island","SWVI Total",119
2010,"South West Vancouver Island","Bedwell/Ursus",50
2010,"South West Vancouver Island","Megin",9
2010,"South West Vancouver Island","Moyeha",185
2010,"South West Vancouver Island","SWVI Total",244
2011,"South West Vancouver Island","Bedwell/Ursus",85
2011,"South West Vancouver Island","Megin",48
2011,"South West Vancouver Island","Moyeha",67
2011,"South West Vancouver Island","SWVI Total",200
2012,"South West Vancouver Island","Bedwell/Ursus",205
2012,"South West Vancouver Island","Megin",80
2012,"South West Vancouver Island","Moyeha",108
2012,"South West Vancouver Island","SWVI Total",393
2013,"South West Vancouver Island","Bedwell/Ursus",596
2013,"South West Vancouver Island","Megin",73
2013,"South West Vancouver Island","Moyeha",208
2013,"South West Vancouver Island","SWVI Total",877
2014,"South West Vancouver Island","Bedwell/Ursus",289
2014,"South West Vancouver Island","Megin",37
2014,"South West Vancouver Island","Moyeha",167
2014,"South West Vancouver Island","SWVI Total",493
2015,"South West Vancouver Island","Bedwell/Ursus",746
2015,"South West Vancouver Island","Megin",49
2015,"South West Vancouver Island","Moyeha",252
2015,"South West Vancouver Island","SWVI Total",1047
2016,"South West Vancouver Island","Bedwell/Ursus",658
2016,"South West Vancouver Island","Megin",17
2016,"South West Vancouver Island","Moyeha",139
2016,"South West Vancouver Island","SWVI Total",814
2017,"South West Vancouver Island","Bedwell/Ursus",796
2017,"South West Vancouver Island","Megin",61
2017,"South West Vancouver Island","Moyeha",136
2017,"South West Vancouver Island","SWVI Total",993
2018,"South West Vancouver Island","Bedwell/Ursus",723
2018,"South West Vancouver Island","Megin",7
2018,"South West Vancouver Island","Moyeha",20
2018,"South West Vancouver Island","SWVI Total",750
2019,"South West Vancouver Island","Bedwell/Ursus",379
2019,"South West Vancouver Island","Megin",10
2019,"South West Vancouver Island","Moyeha",22
2019,"South West Vancouver Island","SWVI Total",411
2020,"South West Vancouver Island","Bedwell/Ursus",385
2020,"South West Vancouver Island","Megin",14
2020,"South West Vancouver Island","Moyeha",43
2020,"South West Vancouver Island","SWVI Total",442
2021,"South West Vancouver Island","Bedwell/Ursus",414
2021,"South West Vancouver Island","Megin",23
