"Year","StockName","SeriesLabel","Values"
1983,"Mid-Columbia Sum","Agency Goal",NA
1984,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1984,"Mid-Columbia Sum","Agency Goal",NA
1985,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1985,"Mid-Columbia Sum","Agency Goal",NA
1986,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1986,"Mid-Columbia Sum","Agency Goal",NA
1987,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1987,"Mid-Columbia Sum","Agency Goal",NA
1988,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1988,"Mid-Columbia Sum","Agency Goal",NA
1989,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1989,"Mid-Columbia Sum","Agency Goal",NA
1990,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1990,"Mid-Columbia Sum","Agency Goal",NA
1991,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1991,"Mid-Columbia Sum","Agency Goal",NA
1992,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1992,"Mid-Columbia Sum","Agency Goal",NA
1993,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1993,"Mid-Columbia Sum","Agency Goal",NA
1994,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1994,"Mid-Columbia Sum","Agency Goal",NA
1995,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1995,"Mid-Columbia Sum","Agency Goal",NA
1996,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1996,"Mid-Columbia Sum","Agency Goal",NA
1997,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1997,"Mid-Columbia Sum","Agency Goal",NA
1998,"Mid-Columbia Sum","PSC-Agreed Goal",NA
1998,"Mid-Columbia Sum","Agency Goal",NA
1999,"Mid-Columbia Sum","PSC-Agreed Goal",12143
1999,"Mid-Columbia Sum","Agency Goal",NA
2000,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2000,"Mid-Columbia Sum","Agency Goal",NA
2001,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2001,"Mid-Columbia Sum","Agency Goal",NA
2002,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2002,"Mid-Columbia Sum","Agency Goal",NA
2003,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2003,"Mid-Columbia Sum","Agency Goal",NA
2004,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2004,"Mid-Columbia Sum","Agency Goal",NA
2005,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2005,"Mid-Columbia Sum","Agency Goal",NA
2006,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2006,"Mid-Columbia Sum","Agency Goal",NA
2007,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2007,"Mid-Columbia Sum","Agency Goal",NA
2008,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2008,"Mid-Columbia Sum","Agency Goal",NA
2009,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2009,"Mid-Columbia Sum","Agency Goal",NA
2010,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2010,"Mid-Columbia Sum","Agency Goal",NA
2011,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2011,"Mid-Columbia Sum","Agency Goal",NA
2012,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2012,"Mid-Columbia Sum","Agency Goal",NA
2013,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2013,"Mid-Columbia Sum","Agency Goal",NA
2014,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2014,"Mid-Columbia Sum","Agency Goal",NA
2015,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2015,"Mid-Columbia Sum","Agency Goal",NA
2016,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2016,"Mid-Columbia Sum","Agency Goal",NA
2017,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2017,"Mid-Columbia Sum","Agency Goal",NA
2018,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2018,"Mid-Columbia Sum","Agency Goal",NA
2019,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2019,"Mid-Columbia Sum","Agency Goal",NA
2020,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2020,"Mid-Columbia Sum","Agency Goal",NA
2021,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2021,"Mid-Columbia Sum","Agency Goal",NA
2022,"Mid-Columbia Sum","PSC-Agreed Goal",12143
2022,"Mid-Columbia Sum","Agency Goal",NA
1975,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1975,"Columbia Upriver Brights","Agency Goal",40000
1976,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1976,"Columbia Upriver Brights","Agency Goal",40000
1977,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1977,"Columbia Upriver Brights","Agency Goal",40000
1978,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1978,"Columbia Upriver Brights","Agency Goal",40000
1979,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1979,"Columbia Upriver Brights","Agency Goal",40000
1980,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1980,"Columbia Upriver Brights","Agency Goal",40000
1981,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1981,"Columbia Upriver Brights","Agency Goal",40000
1982,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1982,"Columbia Upriver Brights","Agency Goal",40000
1983,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1983,"Columbia Upriver Brights","Agency Goal",40000
1984,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1984,"Columbia Upriver Brights","Agency Goal",40000
1985,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1985,"Columbia Upriver Brights","Agency Goal",40000
1986,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1986,"Columbia Upriver Brights","Agency Goal",40000
1987,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1987,"Columbia Upriver Brights","Agency Goal",40000
1988,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1988,"Columbia Upriver Brights","Agency Goal",40000
1989,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1989,"Columbia Upriver Brights","Agency Goal",40000
1990,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1990,"Columbia Upriver Brights","Agency Goal",40000
1991,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1991,"Columbia Upriver Brights","Agency Goal",40000
1992,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1992,"Columbia Upriver Brights","Agency Goal",40000
1993,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1993,"Columbia Upriver Brights","Agency Goal",40000
1994,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1994,"Columbia Upriver Brights","Agency Goal",40000
1995,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1995,"Columbia Upriver Brights","Agency Goal",40000
1996,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1996,"Columbia Upriver Brights","Agency Goal",40000
1997,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1997,"Columbia Upriver Brights","Agency Goal",40000
1998,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1998,"Columbia Upriver Brights","Agency Goal",40000
1999,"Columbia Upriver Brights","PSC-Agreed Goal",NA
1999,"Columbia Upriver Brights","Agency Goal",40000
2000,"Columbia Upriver Brights","PSC-Agreed Goal",NA
2000,"Columbia Upriver Brights","Agency Goal",40000
2001,"Columbia Upriver Brights","PSC-Agreed Goal",NA
2001,"Columbia Upriver Brights","Agency Goal",40000
2002,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2002,"Columbia Upriver Brights","Agency Goal",NA
2003,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2003,"Columbia Upriver Brights","Agency Goal",NA
2004,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2004,"Columbia Upriver Brights","Agency Goal",NA
2005,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2005,"Columbia Upriver Brights","Agency Goal",NA
2006,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2006,"Columbia Upriver Brights","Agency Goal",NA
2007,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2007,"Columbia Upriver Brights","Agency Goal",NA
2008,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2008,"Columbia Upriver Brights","Agency Goal",NA
2009,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2009,"Columbia Upriver Brights","Agency Goal",NA
2010,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2010,"Columbia Upriver Brights","Agency Goal",NA
2011,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2011,"Columbia Upriver Brights","Agency Goal",NA
2012,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2012,"Columbia Upriver Brights","Agency Goal",NA
2013,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2013,"Columbia Upriver Brights","Agency Goal",NA
2014,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2014,"Columbia Upriver Brights","Agency Goal",NA
2015,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2015,"Columbia Upriver Brights","Agency Goal",NA
2016,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2016,"Columbia Upriver Brights","Agency Goal",NA
2017,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2017,"Columbia Upriver Brights","Agency Goal",NA
2018,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2018,"Columbia Upriver Brights","Agency Goal",NA
2019,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2019,"Columbia Upriver Brights","Agency Goal",NA
2020,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2020,"Columbia Upriver Brights","Agency Goal",NA
2021,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2021,"Columbia Upriver Brights","Agency Goal",NA
2022,"Columbia Upriver Brights","PSC-Agreed Goal",40000
2022,"Columbia Upriver Brights","Agency Goal",NA
1975,"Coweeman","Agency Goal",NA
1976,"Coweeman","Agency Goal",NA
1977,"Coweeman","Agency Goal",NA
1978,"Coweeman","Agency Goal",NA
1979,"Coweeman","Agency Goal",NA
1980,"Coweeman","Agency Goal",NA
1981,"Coweeman","Agency Goal",NA
1982,"Coweeman","Agency Goal",NA
1983,"Coweeman","Agency Goal",NA
1984,"Coweeman","Agency Goal",NA
1985,"Coweeman","Agency Goal",NA
1986,"Coweeman","Agency Goal",NA
1987,"Coweeman","Agency Goal",NA
1988,"Coweeman","Agency Goal",NA
1989,"Coweeman","Agency Goal",NA
1990,"Coweeman","Agency Goal",NA
1991,"Coweeman","Agency Goal",NA
1992,"Coweeman","Agency Goal",NA
1993,"Coweeman","Agency Goal",NA
1994,"Coweeman","Agency Goal",NA
1995,"Coweeman","Agency Goal",NA
1996,"Coweeman","Agency Goal",NA
1997,"Coweeman","Agency Goal",NA
1998,"Coweeman","Agency Goal",NA
1999,"Coweeman","Agency Goal",1000
2000,"Coweeman","Agency Goal",1000
2001,"Coweeman","Agency Goal",1000
2002,"Coweeman","Agency Goal",1000
2003,"Coweeman","Agency Goal",1000
2004,"Coweeman","Agency Goal",1000
2005,"Coweeman","Agency Goal",1000
2006,"Coweeman","Agency Goal",1000
2007,"Coweeman","Agency Goal",1000
2008,"Coweeman","Agency Goal",1000
2009,"Coweeman","Agency Goal",1000
2010,"Coweeman","Agency Goal",1000
2011,"Coweeman","Agency Goal",1000
2012,"Coweeman","Agency Goal",1000
2013,"Coweeman","Agency Goal",1000
2014,"Coweeman","Agency Goal",1000
2015,"Coweeman","Agency Goal",1000
2016,"Coweeman","Agency Goal",1000
2017,"Coweeman","Agency Goal",1000
2018,"Coweeman","Agency Goal",1000
2019,"Coweeman","Agency Goal",1000
2020,"Coweeman","Agency Goal",1000
2021,"Coweeman","Agency Goal",1000
2022,"Coweeman","Agency Goal",1000
1975,"Lewis","PSC-Agreed Goal",NA
1975,"Lewis","Agency Goal",5700
1976,"Lewis","PSC-Agreed Goal",NA
1976,"Lewis","Agency Goal",5700
1977,"Lewis","PSC-Agreed Goal",NA
1977,"Lewis","Agency Goal",5700
1978,"Lewis","PSC-Agreed Goal",NA
1978,"Lewis","Agency Goal",5700
1979,"Lewis","PSC-Agreed Goal",NA
1979,"Lewis","Agency Goal",5700
1980,"Lewis","PSC-Agreed Goal",NA
1980,"Lewis","Agency Goal",5700
1981,"Lewis","PSC-Agreed Goal",NA
1981,"Lewis","Agency Goal",5700
1982,"Lewis","PSC-Agreed Goal",NA
1982,"Lewis","Agency Goal",5700
1983,"Lewis","PSC-Agreed Goal",NA
1983,"Lewis","Agency Goal",5700
1984,"Lewis","PSC-Agreed Goal",NA
1984,"Lewis","Agency Goal",5700
1985,"Lewis","PSC-Agreed Goal",NA
1985,"Lewis","Agency Goal",5700
1986,"Lewis","PSC-Agreed Goal",NA
1986,"Lewis","Agency Goal",5700
1987,"Lewis","PSC-Agreed Goal",NA
1987,"Lewis","Agency Goal",5700
1988,"Lewis","PSC-Agreed Goal",NA
1988,"Lewis","Agency Goal",5700
1989,"Lewis","PSC-Agreed Goal",NA
1989,"Lewis","Agency Goal",5700
1990,"Lewis","PSC-Agreed Goal",NA
1990,"Lewis","Agency Goal",5700
1991,"Lewis","PSC-Agreed Goal",NA
1991,"Lewis","Agency Goal",5700
1992,"Lewis","PSC-Agreed Goal",NA
1992,"Lewis","Agency Goal",5700
1993,"Lewis","PSC-Agreed Goal",NA
1993,"Lewis","Agency Goal",5700
1994,"Lewis","PSC-Agreed Goal",NA
1994,"Lewis","Agency Goal",5700
1995,"Lewis","PSC-Agreed Goal",NA
1995,"Lewis","Agency Goal",5700
1996,"Lewis","PSC-Agreed Goal",NA
1996,"Lewis","Agency Goal",5700
1997,"Lewis","PSC-Agreed Goal",NA
1997,"Lewis","Agency Goal",5700
1998,"Lewis","PSC-Agreed Goal",NA
1998,"Lewis","Agency Goal",5700
1999,"Lewis","PSC-Agreed Goal",5700
1999,"Lewis","Agency Goal",NA
2000,"Lewis","PSC-Agreed Goal",5700
2000,"Lewis","Agency Goal",NA
2001,"Lewis","PSC-Agreed Goal",5700
2001,"Lewis","Agency Goal",NA
2002,"Lewis","PSC-Agreed Goal",5700
2002,"Lewis","Agency Goal",NA
2003,"Lewis","PSC-Agreed Goal",5700
2003,"Lewis","Agency Goal",NA
2004,"Lewis","PSC-Agreed Goal",5700
2004,"Lewis","Agency Goal",NA
2005,"Lewis","PSC-Agreed Goal",5700
2005,"Lewis","Agency Goal",NA
2006,"Lewis","PSC-Agreed Goal",5700
2006,"Lewis","Agency Goal",NA
2007,"Lewis","PSC-Agreed Goal",5700
2007,"Lewis","Agency Goal",NA
2008,"Lewis","PSC-Agreed Goal",5700
2008,"Lewis","Agency Goal",NA
2009,"Lewis","PSC-Agreed Goal",5700
2009,"Lewis","Agency Goal",NA
2010,"Lewis","PSC-Agreed Goal",5700
2010,"Lewis","Agency Goal",NA
2011,"Lewis","PSC-Agreed Goal",5700
2011,"Lewis","Agency Goal",NA
2012,"Lewis","PSC-Agreed Goal",5700
2012,"Lewis","Agency Goal",NA
2013,"Lewis","PSC-Agreed Goal",5700
2013,"Lewis","Agency Goal",NA
2014,"Lewis","PSC-Agreed Goal",5700
2014,"Lewis","Agency Goal",NA
2015,"Lewis","PSC-Agreed Goal",5700
2015,"Lewis","Agency Goal",NA
2016,"Lewis","PSC-Agreed Goal",5700
2016,"Lewis","Agency Goal",NA
2017,"Lewis","PSC-Agreed Goal",5700
2017,"Lewis","Agency Goal",NA
2018,"Lewis","PSC-Agreed Goal",5700
2018,"Lewis","Agency Goal",NA
2019,"Lewis","PSC-Agreed Goal",5700
2019,"Lewis","Agency Goal",NA
2020,"Lewis","PSC-Agreed Goal",5700
2020,"Lewis","Agency Goal",NA
2021,"Lewis","PSC-Agreed Goal",5700
2021,"Lewis","Agency Goal",NA
2022,"Lewis","PSC-Agreed Goal",5700
2022,"Lewis","Agency Goal",NA
1975,"Nehalem R.","PSC-Agreed Goal",NA
1975,"Nehalem R.","Agency Goal",NA
1976,"Nehalem R.","PSC-Agreed Goal",NA
1976,"Nehalem R.","Agency Goal",NA
1977,"Nehalem R.","PSC-Agreed Goal",NA
1977,"Nehalem R.","Agency Goal",NA
1978,"Nehalem R.","PSC-Agreed Goal",NA
1978,"Nehalem R.","Agency Goal",NA
1979,"Nehalem R.","PSC-Agreed Goal",NA
1979,"Nehalem R.","Agency Goal",NA
1980,"Nehalem R.","PSC-Agreed Goal",NA
1980,"Nehalem R.","Agency Goal",NA
1981,"Nehalem R.","PSC-Agreed Goal",NA
1981,"Nehalem R.","Agency Goal",NA
1982,"Nehalem R.","PSC-Agreed Goal",NA
1982,"Nehalem R.","Agency Goal",NA
1983,"Nehalem R.","PSC-Agreed Goal",NA
1983,"Nehalem R.","Agency Goal",NA
1984,"Nehalem R.","PSC-Agreed Goal",NA
1984,"Nehalem R.","Agency Goal",NA
1985,"Nehalem R.","PSC-Agreed Goal",NA
1985,"Nehalem R.","Agency Goal",NA
1986,"Nehalem R.","PSC-Agreed Goal",NA
1986,"Nehalem R.","Agency Goal",NA
1987,"Nehalem R.","PSC-Agreed Goal",NA
1987,"Nehalem R.","Agency Goal",NA
1988,"Nehalem R.","PSC-Agreed Goal",NA
1988,"Nehalem R.","Agency Goal",NA
1989,"Nehalem R.","PSC-Agreed Goal",NA
1989,"Nehalem R.","Agency Goal",NA
1990,"Nehalem R.","PSC-Agreed Goal",NA
1990,"Nehalem R.","Agency Goal",NA
1991,"Nehalem R.","PSC-Agreed Goal",NA
1991,"Nehalem R.","Agency Goal",NA
1992,"Nehalem R.","PSC-Agreed Goal",NA
1992,"Nehalem R.","Agency Goal",NA
1993,"Nehalem R.","PSC-Agreed Goal",NA
1993,"Nehalem R.","Agency Goal",NA
1994,"Nehalem R.","PSC-Agreed Goal",NA
1994,"Nehalem R.","Agency Goal",NA
1995,"Nehalem R.","PSC-Agreed Goal",NA
1995,"Nehalem R.","Agency Goal",NA
1996,"Nehalem R.","PSC-Agreed Goal",NA
1996,"Nehalem R.","Agency Goal",NA
1997,"Nehalem R.","PSC-Agreed Goal",NA
1997,"Nehalem R.","Agency Goal",NA
1998,"Nehalem R.","PSC-Agreed Goal",NA
1998,"Nehalem R.","Agency Goal",NA
1999,"Nehalem R.","PSC-Agreed Goal",6989
1999,"Nehalem R.","Agency Goal",NA
2000,"Nehalem R.","PSC-Agreed Goal",6989
2000,"Nehalem R.","Agency Goal",NA
2001,"Nehalem R.","PSC-Agreed Goal",6989
2001,"Nehalem R.","Agency Goal",NA
2002,"Nehalem R.","PSC-Agreed Goal",6989
2002,"Nehalem R.","Agency Goal",NA
2003,"Nehalem R.","PSC-Agreed Goal",6989
2003,"Nehalem R.","Agency Goal",NA
2004,"Nehalem R.","PSC-Agreed Goal",6989
2004,"Nehalem R.","Agency Goal",NA
2005,"Nehalem R.","PSC-Agreed Goal",6989
2005,"Nehalem R.","Agency Goal",NA
2006,"Nehalem R.","PSC-Agreed Goal",6989
2006,"Nehalem R.","Agency Goal",NA
2007,"Nehalem R.","PSC-Agreed Goal",6989
2007,"Nehalem R.","Agency Goal",NA
2008,"Nehalem R.","PSC-Agreed Goal",6989
2008,"Nehalem R.","Agency Goal",NA
2009,"Nehalem R.","PSC-Agreed Goal",6989
2009,"Nehalem R.","Agency Goal",NA
2010,"Nehalem R.","PSC-Agreed Goal",6989
2010,"Nehalem R.","Agency Goal",NA
2011,"Nehalem R.","PSC-Agreed Goal",6989
2011,"Nehalem R.","Agency Goal",NA
2012,"Nehalem R.","PSC-Agreed Goal",6989
2012,"Nehalem R.","Agency Goal",NA
2013,"Nehalem R.","PSC-Agreed Goal",6989
2013,"Nehalem R.","Agency Goal",NA
2014,"Nehalem R.","PSC-Agreed Goal",6989
2014,"Nehalem R.","Agency Goal",NA
2015,"Nehalem R.","PSC-Agreed Goal",6989
2015,"Nehalem R.","Agency Goal",NA
2016,"Nehalem R.","PSC-Agreed Goal",6989
2016,"Nehalem R.","Agency Goal",NA
2017,"Nehalem R.","PSC-Agreed Goal",6989
2017,"Nehalem R.","Agency Goal",NA
2018,"Nehalem R.","PSC-Agreed Goal",6989
2018,"Nehalem R.","Agency Goal",NA
2019,"Nehalem R.","PSC-Agreed Goal",6989
2019,"Nehalem R.","Agency Goal",NA
2020,"Nehalem R.","PSC-Agreed Goal",6989
2020,"Nehalem R.","Agency Goal",NA
2021,"Nehalem R.","PSC-Agreed Goal",6989
2021,"Nehalem R.","Agency Goal",NA
2022,"Nehalem R.","PSC-Agreed Goal",6989
2022,"Nehalem R.","Agency Goal",NA
1975,"Siletz Fall","PSC-Agreed Goal",NA
1975,"Siletz Fall","Agency Goal",NA
1976,"Siletz Fall","PSC-Agreed Goal",NA
1976,"Siletz Fall","Agency Goal",NA
1977,"Siletz Fall","PSC-Agreed Goal",NA
1977,"Siletz Fall","Agency Goal",NA
1978,"Siletz Fall","PSC-Agreed Goal",NA
1978,"Siletz Fall","Agency Goal",NA
1979,"Siletz Fall","PSC-Agreed Goal",NA
1979,"Siletz Fall","Agency Goal",NA
1980,"Siletz Fall","PSC-Agreed Goal",NA
1980,"Siletz Fall","Agency Goal",NA
1981,"Siletz Fall","PSC-Agreed Goal",NA
1981,"Siletz Fall","Agency Goal",NA
1982,"Siletz Fall","PSC-Agreed Goal",NA
1982,"Siletz Fall","Agency Goal",NA
1983,"Siletz Fall","PSC-Agreed Goal",NA
1983,"Siletz Fall","Agency Goal",NA
1984,"Siletz Fall","PSC-Agreed Goal",NA
1984,"Siletz Fall","Agency Goal",NA
1985,"Siletz Fall","PSC-Agreed Goal",NA
1985,"Siletz Fall","Agency Goal",NA
1986,"Siletz Fall","PSC-Agreed Goal",NA
1986,"Siletz Fall","Agency Goal",NA
1987,"Siletz Fall","PSC-Agreed Goal",NA
1987,"Siletz Fall","Agency Goal",NA
1988,"Siletz Fall","PSC-Agreed Goal",NA
1988,"Siletz Fall","Agency Goal",NA
1989,"Siletz Fall","PSC-Agreed Goal",NA
1989,"Siletz Fall","Agency Goal",NA
1990,"Siletz Fall","PSC-Agreed Goal",NA
1990,"Siletz Fall","Agency Goal",NA
1991,"Siletz Fall","PSC-Agreed Goal",NA
1991,"Siletz Fall","Agency Goal",NA
1992,"Siletz Fall","PSC-Agreed Goal",NA
1992,"Siletz Fall","Agency Goal",NA
1993,"Siletz Fall","PSC-Agreed Goal",NA
1993,"Siletz Fall","Agency Goal",NA
1994,"Siletz Fall","PSC-Agreed Goal",NA
1994,"Siletz Fall","Agency Goal",NA
1995,"Siletz Fall","PSC-Agreed Goal",NA
1995,"Siletz Fall","Agency Goal",NA
1996,"Siletz Fall","PSC-Agreed Goal",NA
1996,"Siletz Fall","Agency Goal",NA
1997,"Siletz Fall","PSC-Agreed Goal",NA
1997,"Siletz Fall","Agency Goal",NA
1998,"Siletz Fall","PSC-Agreed Goal",NA
1998,"Siletz Fall","Agency Goal",NA
1999,"Siletz Fall","PSC-Agreed Goal",2944
1999,"Siletz Fall","Agency Goal",NA
2000,"Siletz Fall","PSC-Agreed Goal",2944
2000,"Siletz Fall","Agency Goal",NA
2001,"Siletz Fall","PSC-Agreed Goal",2944
2001,"Siletz Fall","Agency Goal",NA
2002,"Siletz Fall","PSC-Agreed Goal",2944
2002,"Siletz Fall","Agency Goal",NA
2003,"Siletz Fall","PSC-Agreed Goal",2944
2003,"Siletz Fall","Agency Goal",NA
2004,"Siletz Fall","PSC-Agreed Goal",2944
2004,"Siletz Fall","Agency Goal",NA
2005,"Siletz Fall","PSC-Agreed Goal",2944
2005,"Siletz Fall","Agency Goal",NA
2006,"Siletz Fall","PSC-Agreed Goal",2944
2006,"Siletz Fall","Agency Goal",NA
2007,"Siletz Fall","PSC-Agreed Goal",2944
2007,"Siletz Fall","Agency Goal",NA
2008,"Siletz Fall","PSC-Agreed Goal",2944
2008,"Siletz Fall","Agency Goal",NA
2009,"Siletz Fall","PSC-Agreed Goal",2944
2009,"Siletz Fall","Agency Goal",NA
2010,"Siletz Fall","PSC-Agreed Goal",2944
2010,"Siletz Fall","Agency Goal",NA
2011,"Siletz Fall","PSC-Agreed Goal",2944
2011,"Siletz Fall","Agency Goal",NA
2012,"Siletz Fall","PSC-Agreed Goal",2944
2012,"Siletz Fall","Agency Goal",NA
2013,"Siletz Fall","PSC-Agreed Goal",2944
2013,"Siletz Fall","Agency Goal",NA
2014,"Siletz Fall","PSC-Agreed Goal",2944
2014,"Siletz Fall","Agency Goal",NA
2015,"Siletz Fall","PSC-Agreed Goal",2944
2015,"Siletz Fall","Agency Goal",NA
2016,"Siletz Fall","PSC-Agreed Goal",2944
2016,"Siletz Fall","Agency Goal",NA
2017,"Siletz Fall","PSC-Agreed Goal",2944
2017,"Siletz Fall","Agency Goal",NA
2018,"Siletz Fall","PSC-Agreed Goal",2944
2018,"Siletz Fall","Agency Goal",NA
2019,"Siletz Fall","PSC-Agreed Goal",2944
2019,"Siletz Fall","Agency Goal",NA
2020,"Siletz Fall","PSC-Agreed Goal",2944
2020,"Siletz Fall","Agency Goal",NA
2021,"Siletz Fall","PSC-Agreed Goal",2944
2021,"Siletz Fall","Agency Goal",NA
2022,"Siletz Fall","PSC-Agreed Goal",2944
2022,"Siletz Fall","Agency Goal",NA
1975,"Siuslaw R.","PSC-Agreed Goal",NA
1975,"Siuslaw R.","Agency Goal",NA
1976,"Siuslaw R.","PSC-Agreed Goal",NA
1976,"Siuslaw R.","Agency Goal",NA
1977,"Siuslaw R.","PSC-Agreed Goal",NA
1977,"Siuslaw R.","Agency Goal",NA
1978,"Siuslaw R.","PSC-Agreed Goal",NA
1978,"Siuslaw R.","Agency Goal",NA
1979,"Siuslaw R.","PSC-Agreed Goal",NA
1979,"Siuslaw R.","Agency Goal",NA
1980,"Siuslaw R.","PSC-Agreed Goal",NA
1980,"Siuslaw R.","Agency Goal",NA
1981,"Siuslaw R.","PSC-Agreed Goal",NA
1981,"Siuslaw R.","Agency Goal",NA
1982,"Siuslaw R.","PSC-Agreed Goal",NA
1982,"Siuslaw R.","Agency Goal",NA
1983,"Siuslaw R.","PSC-Agreed Goal",NA
1983,"Siuslaw R.","Agency Goal",NA
1984,"Siuslaw R.","PSC-Agreed Goal",NA
1984,"Siuslaw R.","Agency Goal",NA
1985,"Siuslaw R.","PSC-Agreed Goal",NA
1985,"Siuslaw R.","Agency Goal",NA
1986,"Siuslaw R.","PSC-Agreed Goal",NA
1986,"Siuslaw R.","Agency Goal",NA
1987,"Siuslaw R.","PSC-Agreed Goal",NA
1987,"Siuslaw R.","Agency Goal",NA
1988,"Siuslaw R.","PSC-Agreed Goal",NA
1988,"Siuslaw R.","Agency Goal",NA
1989,"Siuslaw R.","PSC-Agreed Goal",NA
1989,"Siuslaw R.","Agency Goal",NA
1990,"Siuslaw R.","PSC-Agreed Goal",NA
1990,"Siuslaw R.","Agency Goal",NA
1991,"Siuslaw R.","PSC-Agreed Goal",NA
1991,"Siuslaw R.","Agency Goal",NA
1992,"Siuslaw R.","PSC-Agreed Goal",NA
1992,"Siuslaw R.","Agency Goal",NA
1993,"Siuslaw R.","PSC-Agreed Goal",NA
1993,"Siuslaw R.","Agency Goal",NA
1994,"Siuslaw R.","PSC-Agreed Goal",NA
1994,"Siuslaw R.","Agency Goal",NA
1995,"Siuslaw R.","PSC-Agreed Goal",NA
1995,"Siuslaw R.","Agency Goal",NA
1996,"Siuslaw R.","PSC-Agreed Goal",NA
1996,"Siuslaw R.","Agency Goal",NA
1997,"Siuslaw R.","PSC-Agreed Goal",NA
1997,"Siuslaw R.","Agency Goal",NA
1998,"Siuslaw R.","PSC-Agreed Goal",NA
1998,"Siuslaw R.","Agency Goal",NA
1999,"Siuslaw R.","PSC-Agreed Goal",12925
