year,StockName,LineType,Note,Agency Goal,ESA Recovery Goal,Minimun Natural Escapement Goal,PSC-Agreed Goal,Lower Goal,Upper Goal,Smsy
1985,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1986,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1987,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1988,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1989,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1990,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1991,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1992,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1993,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1994,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1995,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1996,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1997,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1998,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1999,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2000,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2001,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2002,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2003,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2004,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2005,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2006,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2007,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2008,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2009,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2010,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2011,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2012,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2013,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2014,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2015,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2016,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2017,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2018,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2019,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2020,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2021,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2022,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2023,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
2024,Grays Harbor Spr,Dotted,NA,1400,NA,NA,NA,,,
1975,Green,Dotted,No PSC Goal - agency goal has changed through time,,NA,NA,NA,,,
1976,Green,Dotted,,,NA,NA,NA,,,
1977,Green,Dotted,,5800,NA,NA,NA,,,
1978,Green,Dotted,NA,5800,NA,NA,NA,,,
1979,Green,Dotted,NA,5800,NA,NA,NA,,,
1980,Green,Dotted,NA,5800,NA,NA,NA,,,
1981,Green,Dotted,NA,5800,NA,NA,NA,,,
1982,Green,Dotted,NA,5800,NA,NA,NA,,,
1983,Green,Dotted,NA,5800,NA,NA,NA,,,
1984,Green,Dotted,NA,5800,NA,NA,NA,,,
1985,Green,Dotted,NA,5800,NA,NA,NA,,,
1986,Green,Dotted,NA,5800,NA,NA,NA,,,
1987,Green,Dotted,NA,5800,NA,NA,NA,,,
1988,Green,Dotted,NA,5800,NA,NA,NA,,,
1989,Green,Dotted,NA,5800,NA,NA,NA,,,
1990,Green,Dotted,NA,5800,NA,NA,NA,,,
1991,Green,Dotted,NA,5800,NA,NA,NA,,,
1992,Green,Dotted,NA,5800,NA,NA,NA,,,
1993,Green,Dotted,NA,5800,NA,NA,NA,,,
1994,Green,Dotted,NA,5800,NA,NA,NA,,,
1995,Green,Dotted,NA,5800,NA,NA,NA,,,
1996,Green,Dotted,NA,5800,NA,NA,NA,,,
1997,Green,Dotted,NA,5800,NA,NA,NA,,,
1998,Green,Dotted,NA,5800,NA,NA,NA,,,
1999,Green,Dotted,NA,5800,NA,NA,NA,,,
2000,Green,Dotted,NA,5800,NA,NA,NA,,,
2001,Green,Dotted,NA,5800,NA,NA,NA,,,
2002,Green,Dotted,NA,5800,NA,NA,NA,,,
2003,Green,Dotted,NA,5800,NA,NA,NA,,,
2004,Green,Dotted,NA,5800,NA,NA,NA,,,
2005,Green,Dotted,NA,5800,NA,NA,NA,,,
2006,Green,Dotted,NA,5800,NA,NA,NA,,,
2007,Green,Dotted,NA,5800,NA,NA,NA,,,
2008,Green,Dotted,NA,5800,NA,NA,NA,,,
2009,Green,Dotted,NA,5800,NA,NA,NA,,,
2010,Green,Dotted,NA,5800,NA,NA,NA,,,
2011,Green,Dotted,NA,5800,NA,NA,NA,,,
2012,Green,Dotted,NA,5800,NA,NA,NA,,,
2013,Green,Dotted,NA,5800,NA,NA,NA,,,
2014,Green,Dotted,NA,5800,NA,NA,NA,,,
2015,Green,Dotted,NA,5800,NA,NA,NA,,,
2016,Green,Dotted,NA,5800,NA,NA,NA,,,
2017,Green,Dotted,NA,2013,NA,NA,NA,,,
2018,Green,Dotted,NA,2013,NA,NA,NA,,,
2019,Green,Dotted,NA,2013,NA,NA,NA,,,
2020,Green,Dotted,NA,2013,NA,NA,NA,,,
2021,Green,Dotted,NA,2013,NA,NA,NA,,,
2022,Green,Dotted,NA,2744,NA,NA,NA,,,
2023,Green,Dotted,NA,2744,NA,NA,NA,,,
2024,Green,Dotted,NA,2744,NA,NA,NA,,,
1975,Harrison,NA,Fraser Late Run,NA,NA,NA,NA,,,
1976,Harrison,NA,NA,NA,NA,NA,NA,,,
1977,Harrison,NA,NA,NA,NA,NA,NA,,,
1978,Harrison,NA,NA,NA,NA,NA,NA,,,
1979,Harrison,NA,NA,NA,NA,NA,NA,,,
1980,Harrison,NA,NA,NA,NA,NA,NA,,,
1981,Harrison,NA,NA,NA,NA,NA,NA,,,
1982,Harrison,NA,NA,NA,NA,NA,NA,,,
1983,Harrison,NA,NA,NA,NA,NA,NA,,,
1984,Harrison,NA,NA,NA,NA,NA,NA,,,
1985,Harrison,NA,NA,NA,NA,NA,NA,,,
1986,Harrison,Dotted,Interim Escapement goal - Indicator Stock,NA,NA,NA,241700,,,
1987,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1988,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1989,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1990,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1991,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1992,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1993,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1994,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1995,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1996,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1997,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1998,Harrison,Dotted,NA,NA,NA,NA,241700,,,
1999,Harrison,Dotted,NA,NA,NA,NA,241700,,,
2000,Harrison,Dotted,NA,NA,NA,NA,241700,,,
2001,Harrison,Dotted,NA,NA,NA,NA,241700,,,
2002,Harrison,Solid,Ricker Based Escapement Goal,NA,NA,NA,75100,98500,,
2003,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2004,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2005,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2006,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2007,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2008,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2009,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2010,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2011,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2012,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2013,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2014,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2015,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2016,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2017,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2018,Harrison,Solid,NA,NA,NA,NA,75100,98500,,
2019,Harrison,Solid,Upper Bound (98500)  Removed on Ricker Escapement Goal,NA,NA,NA,75100,,,
2020,Harrison,Solid,NA,NA,NA,NA,75100,,,
2021,Harrison,Solid,NA,NA,NA,NA,75100,,,
2022,Harrison,Solid,NA,NA,NA,NA,75100,,,
2023,Harrison,Solid,NA,NA,NA,NA,75100,,,
2024,Harrison,Solid,NA,NA,NA,NA,75100,,,
1975,Hoh Fall,Dotted,NA,NA,NA,NA,NA,,,
1976,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1977,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1978,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1979,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1980,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1981,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1982,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1983,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1984,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1985,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1986,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1987,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1988,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1989,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1990,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1991,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1992,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1993,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1994,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1995,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1996,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1997,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1998,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
1999,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
2000,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
2001,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
2002,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
2003,Hoh Fall,Dotted,NA,1200,NA,NA,NA,,,
2004,Hoh Fall,Solid,"Escapement Floor Goal, QDNR (1982) and Cooney 1984",NA,NA,NA,1200,,,
2005,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2006,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2007,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2008,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2009,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2010,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2011,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2012,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2013,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2014,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2015,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2016,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2017,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2018,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2019,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2020,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2021,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2022,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2023,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
2024,Hoh Fall,Solid,NA,NA,NA,NA,1200,,,
1975,Hoh Spr Sum,Dotted,"Escapement Floor Goal, QDNR (1982) and Cooney 1984",NA,NA,NA,NA,,,
1976,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1977,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1978,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1979,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1980,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1981,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1982,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1983,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1984,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1985,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1986,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1987,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1988,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1989,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1990,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1991,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1992,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1993,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1994,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1995,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1996,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1997,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1998,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
1999,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
2000,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
2001,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
2002,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
2003,Hoh Spr Sum,Dotted,NA,900,NA,NA,NA,,,
2004,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2005,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2006,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2007,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2008,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2009,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2010,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2011,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2012,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2013,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2014,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2015,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2016,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2017,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2018,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2019,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2020,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2021,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2022,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2023,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
2024,Hoh Spr Sum,Solid,NA,NA,NA,NA,900,,,
1975,Hoko,Dotted,State and tribal co manager escapement goal,NA,NA,NA,NA,,,
1976,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1977,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1978,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1979,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1980,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1981,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1982,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1983,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1984,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1985,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1986,Hoko,Dotted,NA,850,NA,NA,NA,,,
1987,Hoko,Dotted,NA,850,NA,NA,NA,,,
1988,Hoko,Dotted,NA,850,NA,NA,NA,,,
1989,Hoko,Dotted,NA,850,NA,NA,NA,,,
1990,Hoko,Dotted,NA,850,NA,NA,NA,,,
1991,Hoko,Dotted,NA,850,NA,NA,NA,,,
1992,Hoko,Dotted,NA,850,NA,NA,NA,,,
1993,Hoko,Dotted,NA,850,NA,NA,NA,,,
1994,Hoko,Dotted,NA,850,NA,NA,NA,,,
1995,Hoko,Dotted,NA,850,NA,NA,NA,,,
1996,Hoko,Dotted,NA,850,NA,NA,NA,,,
1997,Hoko,Dotted,NA,850,NA,NA,NA,,,
1998,Hoko,Dotted,NA,850,NA,NA,NA,,,
1999,Hoko,Dotted,NA,850,NA,NA,NA,,,
2000,Hoko,Dotted,NA,850,NA,NA,NA,,,
2001,Hoko,Dotted,NA,850,NA,NA,NA,,,
2002,Hoko,Dotted,NA,850,NA,NA,NA,,,
2003,Hoko,Dotted,NA,850,NA,NA,NA,,,
2004,Hoko,Dotted,NA,850,NA,NA,NA,,,
2005,Hoko,Dotted,NA,850,NA,NA,NA,,,
2006,Hoko,Dotted,NA,850,NA,NA,NA,,,
2007,Hoko,Dotted,NA,850,NA,NA,NA,,,
2008,Hoko,Dotted,NA,850,NA,NA,NA,,,
2009,Hoko,Dotted,NA,850,NA,NA,NA,,,
2010,Hoko,Dotted,NA,850,NA,NA,NA,,,
2011,Hoko,Dotted,NA,850,NA,NA,NA,,,
2012,Hoko,Dotted,NA,850,NA,NA,NA,,,
2013,Hoko,Dotted,NA,850,NA,NA,NA,,,
2014,Hoko,Dotted,NA,850,NA,NA,NA,,,
2015,Hoko,Dotted,NA,850,NA,NA,NA,,,
2016,Hoko,Dotted,NA,850,NA,NA,NA,,,
2017,Hoko,Dotted,NA,850,NA,NA,NA,,,
2018,Hoko,Dotted,NA,850,NA,NA,NA,,,
2019,Hoko,Dotted,NA,850,NA,NA,NA,,,
2020,Hoko,Dotted,NA,850,NA,NA,NA,,,
2021,Hoko,Dotted,NA,850,NA,NA,NA,,,
2022,Hoko,Dotted,NA,850,NA,NA,NA,,,
2023,Hoko,Dotted,NA,NA,NA,NA,NA,,,
2024,Hoko,Dotted,NA,NA,NA,NA,NA,,,
1975,Lake Washington,NA,NA,,NA,NA,NA,,,
1976,Lake Washington,NA,NA,,NA,NA,NA,,,
1977,Lake Washington,NA,NA,,NA,NA,NA,,,
1978,Lake Washington,NA,NA,,NA,NA,NA,,,
1979,Lake Washington,NA,NA,,NA,NA,NA,,,
1980,Lake Washington,NA,NA,,NA,NA,NA,,,
1981,Lake Washington,NA,NA,,NA,NA,NA,,,
1982,Lake Washington,NA,NA,,NA,NA,NA,,,
1983,Lake Washington,NA,NA,,NA,NA,NA,,,
1984,Lake Washington,NA,NA,,NA,NA,NA,,,
1985,Lake Washington,NA,NA,,NA,NA,NA,,,
1986,Lake Washington,NA,NA,,NA,NA,NA,,,
1987,Lake Washington,NA,NA,,NA,NA,NA,,,
1988,Lake Washington,NA,NA,,NA,NA,NA,,,
1989,Lake Washington,NA,NA,,NA,NA,NA,,,
1990,Lake Washington,NA,NA,,NA,NA,NA,,,
1991,Lake Washington,NA,NA,,NA,NA,NA,,,
1992,Lake Washington,NA,NA,,NA,NA,NA,,,
1993,Lake Washington,Dotted,CTC says this number was updated to 1680 at somepoint but doesn’t give a date,1200,NA,NA,NA,,,
1994,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
1995,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
1996,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
1997,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
1998,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
1999,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2000,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2001,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2002,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2003,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2004,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2005,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2006,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2007,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2008,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2009,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2010,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2011,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2012,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2013,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2014,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2015,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2016,Lake Washington,Dotted,NA,1200,NA,NA,NA,,,
2017,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2018,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2019,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2020,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2021,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2022,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2023,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
2024,Lake Washington,Dotted,NA,500,NA,NA,NA,,,
1975,Lewis,Dotted,McIsaac 1990,5700,NA,NA,NA,,,
1976,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1977,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1978,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1979,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1980,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1981,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1982,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1983,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1984,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1985,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1986,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1987,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1988,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1989,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1990,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1991,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1992,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1993,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1994,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1995,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1996,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1997,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1998,Lewis,Dotted,NA,5700,NA,NA,NA,,,
1999,Lewis,Solid,NA,NA,NA,NA,5700,,,
2000,Lewis,Solid,NA,NA,NA,NA,5700,,,
2001,Lewis,Solid,NA,NA,NA,NA,5700,,,
2002,Lewis,Solid,NA,NA,NA,NA,5700,,,
2003,Lewis,Solid,NA,NA,NA,NA,5700,,,
2004,Lewis,Solid,NA,NA,NA,NA,5700,,,
2005,Lewis,Solid,NA,NA,NA,NA,5700,,,
2006,Lewis,Solid,NA,NA,NA,NA,5700,,,
2007,Lewis,Solid,NA,NA,NA,NA,5700,,,
2008,Lewis,Solid,NA,NA,NA,NA,5700,,,
2009,Lewis,Solid,NA,NA,NA,NA,5700,,,
2010,Lewis,Solid,NA,NA,NA,NA,5700,,,
2011,Lewis,Solid,NA,NA,NA,NA,5700,,,
2012,Lewis,Solid,NA,NA,NA,NA,5700,,,
2013,Lewis,Solid,NA,NA,NA,NA,5700,,,
2014,Lewis,Solid,NA,NA,NA,NA,5700,,,
2015,Lewis,Solid,NA,NA,NA,NA,5700,,,
2016,Lewis,Solid,NA,NA,NA,NA,5700,,,
2017,Lewis,Solid,NA,NA,NA,NA,5700,,,
2018,Lewis,Solid,NA,NA,NA,NA,5700,,,
2019,Lewis,Solid,NA,NA,NA,NA,5700,,,
2020,Lewis,Solid,NA,NA,NA,NA,5700,,,
2021,Lewis,Solid,NA,NA,NA,NA,5700,,,
2022,Lewis,Solid,NA,NA,NA,NA,5700,,,
2023,Lewis,Solid,NA,NA,NA,NA,5700,,,
2024,Lewis,Solid,NA,NA,NA,NA,5700,,,
1975,Lower Shuswap,Solid,CTC Report ,,NA,NA,12300,,,
1976,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1977,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1978,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1979,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1980,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1981,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1982,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1983,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1984,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1985,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1986,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1987,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1988,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1989,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1990,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1991,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1992,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1993,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1994,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1995,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1996,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1997,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1998,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
1999,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2000,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2001,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2002,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2003,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2004,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2005,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2006,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2007,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2008,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2009,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2010,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2011,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
2012,Lower Shuswap,Solid,NA,,NA,NA,12300,,,
